Location Code,County,Area Name,Region,School Years,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Area Type,Street Address,City,State,Zip Code,Location 1
520701,SARATOGA,GALWAY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,28,11.9,31,13.2,59,25.2,DISTRICT TOTAL,SCHOOL DISTRICT,5317 SACANDAGA RD,GALWAY,NY,12074,"(43.0223, -74.0326)"
450801,ORLEANS,MEDINA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,63,17.4,76,21.0,139,38.5,ELEMENTARY,SCHOOL DISTRICT,1 MUSTANG DR,MEDINA,NY,14103,"(43.2083, -78.3911)"
580203,SUFFOLK,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,144,16.4,149,17.0,293,33.4,ELEMENTARY,SCHOOL DISTRICT,290 NORWOOD AVE,PORT JEFFERSON STATION,NY,11776,"(40.9174, -73.0677)"
141401,ERIE,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),WESTERN NEW YORK,2014-2016,170,20.0,157,18.5,327,38.5,DISTRICT TOTAL,SCHOOL DISTRICT,959 BEACH RD,ANGOLA,NY,14006,"(42.65, -79.0395)"
280204,NASSAU,NORTH BELLMORE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,85,16.1,50,9.5,135,25.6,DISTRICT TOTAL,SCHOOL DISTRICT,2616 MARTIN AVE,BELLMORE,NY,11710,"(40.6744, -73.5323)"
510201,ST. LAWRENCE,CANTON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,27,13.9,40,20.6,67,34.5,MIDDLE/HIGH,SCHOOL DISTRICT,99 STATE ST,CANTON,NY,13617,"(44.6051, -75.1676)"
11003,ALBANY,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,36,23.6,18,11.8,54,35.5,MIDDLE/HIGH,SCHOOL DISTRICT,432 NEW SALEM RD,VOORHEESVILLE,NY,12186,"(42.6404, -73.9629)"
490202,RENSSELAER,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),NORTHEASTERN NEW YORK,2016-2018,33,17.4,43,22.6,76,40.0,MIDDLE/HIGH,SCHOOL DISTRICT,3992 NY RT 2,TROY,NY,12180,"(42.7503, -73.5713)"
50301,CAYUGA,WEEDSPORT CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,16,15.0,22,20.6,38,35.5,MIDDLE/HIGH,SCHOOL DISTRICT,2821 E BRUTUS ST,WEEDSPORT,NY,13166,"(43.0473, -76.5543)"
580410,SUFFOLK,COMMACK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,215,15.6,160,11.6,375,27.1,ELEMENTARY,SCHOOL DISTRICT,480 CLAY PITTS RD,EAST NORTHPORT,NY,11731,"(40.8688, -73.293)"
660202,WESTCHESTER,CROTON-HARMON UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,77,11.6,77,11.6,154,23.1,DISTRICT TOTAL,SCHOOL DISTRICT,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520,"(41.2113, -73.8762)"
41,ONEIDA,ONEIDA,CENTRAL NEW YORK,2012-2014,587,17.2,735,21.5,1322,38.7,MIDDLE/HIGH,COUNTY,,,,,
420702,ONONDAGA,SOLVAY UNION FREE SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,97,18.4,115,21.9,212,40.3,DISTRICT TOTAL,SCHOOL DISTRICT,103 3RD ST,SOLVAY,NY,13209,"(43.0601, -76.2144)"
142601,ERIE,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,121,19.4,88,14.1,209,33.4,MIDDLE/HIGH,SCHOOL DISTRICT,1500 COLVIN BLVD,BUFFALO,NY,14223,"(42.982, -78.859)"
42302,CATTARAUGUS,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,40,17.0,43,18.3,83,35.3,ELEMENTARY,SCHOOL DISTRICT,25 FRANKLIN ST N,CATTARAUGUS,NY,14719,"(42.3342, -78.8618)"
410401,ONEIDA,ADIRONDACK CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,17,13.3,39,30.5,56,43.8,MIDDLE/HIGH,SCHOOL DISTRICT,110 FORD ST,BOONVILLE,NY,13309,"(43.4829, -75.3374)"
11,CORTLAND,CORTLAND,CENTRAL NEW YORK,2014-2016,380,17.8,441,20.7,821,38.5,DISTRICT TOTAL,COUNTY,,,,,
560501,SENECA,SOUTH SENECA CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,31,13.7,45,19.9,76,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,7263 S MAIN ST,OVID,NY,14521,"(42.6729, -76.8239)"
520101,SARATOGA,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,70,14.2,55,11.1,125,25.3,ELEMENTARY,SCHOOL DISTRICT,50 CYPRESS DR,SCOTIA,NY,12302,"(42.878, -73.9432)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
80601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2016-2018,20,14.7,27,19.9,47,34.6,MIDDLE/HIGH,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"(42.3265, -75.7751)"
30501,BROOME,HARPURSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,18,14.4,28,22.4,46,36.8,MIDDLE/HIGH,SCHOOL DISTRICT,54 MAIN ST,HARPURSVILLE,NY,13787,"(42.1817, -75.6229)"
30101,BROOME,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2014-2016,31,13.2,25,10.6,56,23.9,ELEMENTARY,SCHOOL DISTRICT,1 GORDON DR,BINGHAMTON,NY,13901,"(42.1925, -75.8535)"
130801,DUTCHESS,HYDE PARK CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,214,17.8,166,13.8,380,31.6,DISTRICT TOTAL,SCHOOL DISTRICT,11 BOICE RD,HYDE PARK,NY,12538,"(41.7891, -73.9337)"
131101,DUTCHESS,NORTHEAST CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,26,22.4,28,24.1,54,46.6,MIDDLE/HIGH,SCHOOL DISTRICT,194 HAIGHT RD,AMENIA,NY,12501,"(41.8881, -73.5307)"
620600,ULSTER,KINGSTON CITY SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,366,17.7,442,21.4,808,39.1,DISTRICT TOTAL,SCHOOL DISTRICT,61 CROWN ST,KINGSTON,NY,12401,"(41.9344, -74.0212)"
280502,NASSAU,SYOSSET CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,152,15.2,87,8.7,239,23.9,MIDDLE/HIGH,SCHOOL DISTRICT,99 PELL LN,SYOSSET,NY,11791,"(40.8322, -73.4876)"
180202,GENESEE,ALEXANDER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,42,15.5,26,9.6,68,25.1,DISTRICT TOTAL,SCHOOL DISTRICT,3314 BUFFALO ST,ALEXANDER,NY,14005,"(42.902, -78.2611)"
280205,NASSAU,LEVITTOWN UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2012-2014,189,13.7,215,15.6,404,29.4,ELEMENTARY,SCHOOL DISTRICT,150 ABBEY LN,LEVITTOWN,NY,11756,"(40.7186, -73.5115)"
280402,NASSAU,EAST WILLISTON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,31,11.7,24,9.0,55,20.8,ELEMENTARY,SCHOOL DISTRICT,11 BACON RD,OLD WESTBURY,NY,11568,"(40.7618, -73.6177)"
212101,HERKIMER,CENTRAL VALLEY CSD AT ILION-MOHAWK,CENTRAL NEW YORK,2016-2018,82,14.6,103,18.3,185,32.9,ELEMENTARY,SCHOOL DISTRICT,111 FREDERICK ST,ILION,NY,13357,"(43.0066, -75.0417)"
200702,HAMILTON,RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,PO BOX 10,RAQUETTE LAKE,NY,13436,"(43.8061, -74.6181)"
270601,MONTGOMERY,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,35,13.8,59,23.2,94,37.0,ELEMENTARY,SCHOOL DISTRICT,112 OLD JOHNSTOWN RD,FONDA,NY,12068,"(42.9589, -74.3703)"
480401,PUTNAM,HALDANE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,50,17.5,29,10.2,79,27.7,DISTRICT TOTAL,SCHOOL DISTRICT,15 CRAIGSIDE DR,COLD SPRING,NY,10516,"(41.4213, -73.9566)"
280403,NASSAU,ROSLYN UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,118,13.0,104,11.5,222,24.5,DISTRICT TOTAL,SCHOOL DISTRICT,300 HARBOR HILL RD,ROSLYN,NY,11576,"(40.7944, -73.64)"
131500,DUTCHESS,POUGHKEEPSIE CITY SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,90,14.7,136,22.2,226,36.9,ELEMENTARY,SCHOOL DISTRICT,11 COLLEGE AVE,POUGHKEEPSIE,NY,12603,"(41.6929, -73.9165)"
8,CHENANGO,CHENANGO,NEW YORK - PENN,2012-2014,180,18.0,241,24.1,421,42.1,MIDDLE/HIGH,COUNTY,,,,,
131301,DUTCHESS,PINE PLAINS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,16,13.6,12,10.2,28,23.9,MIDDLE/HIGH,SCHOOL DISTRICT,2829 CHURCH ST,PINE PLAINS,NY,12567,"(41.9811, -73.6631)"
170600,FULTON,JOHNSTOWN CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,29,15.1,28,14.6,57,29.7,ELEMENTARY,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0101, -74.383)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2016-2018,101,16.3,124,20.0,225,36.2,DISTRICT TOTAL,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"(42.6305, -76.1919)"
410401,ONEIDA,ADIRONDACK CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,68,17.9,93,24.5,161,42.5,DISTRICT TOTAL,SCHOOL DISTRICT,110 FORD ST,BOONVILLE,NY,13309,"(43.4829, -75.3374)"
460500,OSWEGO,FULTON CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,223,16.9,301,22.8,524,39.7,DISTRICT TOTAL,SCHOOL DISTRICT,167 S 4TH ST,FULTON,NY,13069,"(43.3219, -76.4116)"
120102,DELAWARE,ANDES CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,,,,,,,ELEMENTARY,SCHOOL DISTRICT,85 DELAWARE AVE,ANDES,NY,13731,"(42.1385, -74.7791)"
53,SCHENECTADY,SCHENECTADY,NORTHEASTERN NEW YORK,2016-2018,917,15.8,1095,18.9,2012,34.7,DISTRICT TOTAL,COUNTY,,,,,
50100,CAYUGA,AUBURN CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,89,14.8,124,20.6,213,35.4,MIDDLE/HIGH,SCHOOL DISTRICT,78 THORNTON AVE,AUBURN,NY,13021,"(42.9136, -76.579)"
610801,TOMPKINS,LANSING CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,46,14.5,51,16.0,97,30.5,DISTRICT TOTAL,SCHOOL DISTRICT,284 RIDGE RD,LANSING,NY,14882,"(42.5428, -76.5326)"
411800,ONEIDA,ROME CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,238,16.5,335,23.2,573,39.6,ELEMENTARY,SCHOOL DISTRICT,409 BELL RD,ROME,NY,13440,"(43.2218, -75.4267)"
101300,COLUMBIA,HUDSON CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,100,16.8,138,23.1,238,39.9,DISTRICT TOTAL,SCHOOL DISTRICT,215 HARRY HOWARD AVE,HUDSON,NY,12534,"(42.2583, -73.7726)"
421101,ONONDAGA,MARCELLUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,103,14.8,106,15.2,209,29.9,DISTRICT TOTAL,SCHOOL DISTRICT,2 REED PKY,MARCELLUS,NY,13108,"(42.9868, -76.3412)"
640801,WASHINGTON,GREENWICH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,44,14.3,59,19.2,103,33.6,DISTRICT TOTAL,SCHOOL DISTRICT,10 GRAY AVE,GREENWICH,NY,12834,"(43.0931, -73.4974)"
621601,ULSTER,SAUGERTIES CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,36,14.5,62,25.0,98,39.5,MIDDLE/HIGH,SCHOOL DISTRICT,310 WASHINGTON AVE EXT,SAUGERTIES,NY,12477,"(42.0869, -73.9515)"
530301,SCHENECTADY,NISKAYUNA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,83,14.5,80,14.0,163,28.4,MIDDLE/HIGH,SCHOOL DISTRICT,1239 VAN ANTWERP RD,SCHENECTADY,NY,12309,"(42.8083, -73.8946)"
580912,SUFFOLK,EASTPORT SOUTH MANOR CENTRAL SCHOOL,NASSAU-SUFFOLK,2016-2018,89,17.6,82,16.2,171,33.8,MIDDLE/HIGH,SCHOOL DISTRICT,149 DAYTON AVE,MANORVILLE,NY,11949,"(40.8391, -72.8309)"
490101,RENSSELAER,BERLIN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,44,22.0,32,16.0,76,38.0,ELEMENTARY,SCHOOL DISTRICT,53 SCHOOL ST,BERLIN,NY,12022,"(42.6899, -73.3663)"
61101,CHAUTAUQUA,FALCONER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,58,17.3,48,14.3,106,31.5,ELEMENTARY,SCHOOL DISTRICT,2 EAST AVE N,FALCONER,NY,14733,"(42.1227, -79.1942)"
511602,ST. LAWRENCE,LISBON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,41,15.4,58,21.7,99,37.1,DISTRICT TOTAL,SCHOOL DISTRICT,6866 COUNTY RT 10,LISBON,NY,13658,"(44.7231, -75.323)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,11,20.0,12,21.8,23,41.8,MIDDLE/HIGH,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
650801,WAYNE,WAYNE CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,45,14.2,50,15.7,95,29.9,MIDDLE/HIGH,SCHOOL DISTRICT,6200 ONTARIO CTR RD,ONTARIO CENTER,NY,14520,"(43.2232, -77.3057)"
590901,SULLIVAN,LIBERTY CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,42,23.3,41,22.8,83,46.1,MIDDLE/HIGH,SCHOOL DISTRICT,115 BUCKLEY ST,LIBERTY,NY,12754,"(41.8053, -74.7535)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,21,15.2,34,24.6,55,39.8,ELEMENTARY,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"(42.5429, -75.896)"
430901,ONTARIO,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),FINGER LAKES,2012-2014,45,17.8,38,15.0,83,32.8,ELEMENTARY,SCHOOL DISTRICT,4100 BALDWIN RD,RUSHVILLE,NY,14544,"(42.7762, -77.2154)"
280218,NASSAU,GARDEN CITY UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2016-2018,174,12.4,108,7.7,282,20.1,DISTRICT TOTAL,SCHOOL DISTRICT,56 CATHEDRAL AVE,GARDEN CITY,NY,11530,"(40.7206, -73.6416)"
440102,ORANGE,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,96,12.8,124,16.6,220,29.4,ELEMENTARY,SCHOOL DISTRICT,52 W MAIN ST,WASHINGTONVILLE,NY,10992,"(41.4245, -74.1721)"
661201,WESTCHESTER,BYRAM HILLS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2012-2014,52,13.5,22,5.7,74,19.2,MIDDLE/HIGH,SCHOOL DISTRICT,10 TRIPP LN,ARMONK,NY,10504,"(41.1343, -73.6865)"
631201,WARREN,WARRENSBURG CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,41,19.0,64,29.6,105,48.6,DISTRICT TOTAL,SCHOOL DISTRICT,103 SCHROON RIVER RD,WARRENSBURG,NY,12885,"(43.497, -73.7628)"
580203,SUFFOLK,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,113,17.3,120,18.3,233,35.6,ELEMENTARY,SCHOOL DISTRICT,290 NORWOOD AVE,PORT JEFFERSON STA,NY,11776,"(40.9174, -73.0677)"
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,20,35.7,5,8.9,25,44.6,MIDDLE/HIGH,SCHOOL DISTRICT,711 RAILROAD ST,DERUYTER,NY,13052,"(42.7587, -75.891)"
580701,SUFFOLK,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,5,12.5,6,15.0,11,27.5,ELEMENTARY,SCHOOL DISTRICT,33 N FERRY RD,SHELTER ISLAND,NY,11964,"(41.0682, -72.339)"
280202,NASSAU,UNIONDALE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,245,19.2,393,30.8,638,49.9,ELEMENTARY,SCHOOL DISTRICT,933 GOODRICH ST,UNIONDALE,NY,11553,"(40.7048, -73.5842)"
70901,CHEMUNG,HORSEHEADS CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,180,18.2,164,16.5,344,34.7,DISTRICT TOTAL,SCHOOL DISTRICT,1 RAIDER LN,HORSEHEADS,NY,14845,"(42.167, -76.8261)"
220701,JEFFERSON,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,43,21.8,33,16.8,76,38.6,ELEMENTARY,SCHOOL DISTRICT,8483 COUNTY RT 9,CLAYTON,NY,13624,"(44.191, -76.199)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,68,17.6,57,14.8,125,32.4,DISTRICT TOTAL,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"(42.1712, -73.6033)"
121901,DELAWARE,WALTON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,41,14.8,44,15.8,85,30.6,ELEMENTARY,SCHOOL DISTRICT,47-49 STOCKTON AVE,WALTON,NY,13856,"(42.1609, -75.1239)"
530515,SCHENECTADY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,53,11.5,101,21.9,154,33.3,ELEMENTARY,SCHOOL DISTRICT,2072 CURRY RD,SCHENECTADY,NY,12303,"(42.7752, -73.9531)"
261701,MONROE,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,136,14.2,148,15.4,284,29.7,ELEMENTARY,SCHOOL DISTRICT,2034 LEHIGH STATION RD,HENRIETTA,NY,14467,"(43.0595, -77.596)"
280211,NASSAU,OCEANSIDE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,207,16.1,194,15.1,401,31.2,DISTRICT TOTAL,SCHOOL DISTRICT,145 MERLE AVE,OCEANSIDE,NY,11572,"(40.643, -73.6343)"
50,ROCKLAND,ROCKLAND,HUDSON VALLEY,2016-2018,843,17.5,764,15.9,1607,33.3,MIDDLE/HIGH,COUNTY,,,,,
411701,ONEIDA,REMSEN CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,19,14.5,24,18.3,43,32.8,DISTRICT TOTAL,SCHOOL DISTRICT,9733 MAIN ST,REMSEN,NY,13438,"(43.3458, -75.1937)"
260801,MONROE,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,140,16.6,162,19.2,302,35.8,ELEMENTARY,SCHOOL DISTRICT,600 PARDEE RD,ROCHESTER,NY,14609,"(43.1871, -77.5535)"
60301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2016-2018,15,16.3,24,26.1,39,42.4,MIDDLE/HIGH,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"(42.0542, -79.1604)"
570101,STEUBEN,ADDISON CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,26,9.2,26,9.2,52,18.4,ELEMENTARY,SCHOOL DISTRICT,7787 STATE ROUTE 417,ADDISON,NY,14801,"(42.0865, -77.2481)"
22101,ALLEGANY,WHITESVILLE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2014,8,22.2,5,13.9,13,36.1,ELEMENTARY,SCHOOL DISTRICT,692 MAIN ST,WHITESVILLE,NY,14897,"(42.038, -77.7786)"
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,12,11.4,18,17.1,30,28.5,ELEMENTARY,SCHOOL DISTRICT,711 RAILROAD ST,DERUYTER,NY,13052,"(42.7587, -75.891)"
400601,NIAGARA,NEWFANE CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,48,16.2,72,24.2,120,40.4,ELEMENTARY,SCHOOL DISTRICT,6048 GODFREY RD,BURT,NY,14028,"(43.3232, -78.7089)"
271102,MONTGOMERY,SAINT JOHNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,24,18.6,26,20.2,50,38.8,DISTRICT TOTAL,SCHOOL DISTRICT,44 CENTER ST,ST JOHNSVILLE,NY,13452,"(43.0303, -74.6284)"
62601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,8,10.4,11,14.3,19,24.7,ELEMENTARY,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"(42.1608, -79.5945)"
490601,RENSSELAER,LANSINGBURGH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,86,15.6,111,20.2,197,35.8,ELEMENTARY,SCHOOL DISTRICT,576 5TH AVE,TROY,NY,12182,"(42.7742, -73.6739)"
550301,SCHUYLER,WATKINS GLEN CENTRAL SCHOOL DISTRICT,FINGER LAKES,2010-2012,40,19.9,50,24.9,90,44.8,DISTRICT TOTAL,SCHOOL DISTRICT,303 12TH ST,WATKINS GLEN,NY,14891,"(42.3751, -76.8666)"
221301,JEFFERSON,LYME CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,29,21.5,33,24.4,62,45.9,DISTRICT TOTAL,SCHOOL DISTRICT,11868 ACADEMY ST,CHAUMONT,,13622,"(44.0667, -76.1347)"
190401,GREENE,CATSKILL CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2014,92,21.2,105,24.2,197,45.4,DISTRICT TOTAL,SCHOOL DISTRICT,343 W MAIN ST,CATSKILL,NY,12414,"(42.2194, -73.8687)"
620901,ULSTER,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,55,17.5,67,21.4,122,38.9,MIDDLE/HIGH,SCHOOL DISTRICT,122 KYSERIKE RD,ACCORD,NY,12404,"(41.8235, -74.2416)"
640101,WASHINGTON,ARGYLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,12,16.6,11,15.2,23,31.9,MIDDLE/HIGH,SCHOOL DISTRICT,5023 STATE RT 40,ARGYLE,NY,12809,"(43.2402, -73.485)"
660406,WESTCHESTER,EDGEMONT UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2010-2012,61,12.1,42,8.3,103,20.4,DISTRICT TOTAL,SCHOOL DISTRICT,300 WHITE OAK LN,SCARSDALE,NY,10583,"(41.0007, -73.8093)"
132101,DUTCHESS,WAPPINGERS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2016-2018,282,17.2,258,15.7,540,32.9,ELEMENTARY,SCHOOL DISTRICT,167 MYERS CORNERS RD-STE 200,WAPPINGERS FALLS,NY,12590,"(41.6002, -73.8794)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,7,9.8,16,22.5,23,32.3,DISTRICT TOTAL,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
31301,BROOME,DEPOSIT CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2010-2012,23,18.7,28,22.8,51,41.5,ELEMENTARY,SCHOOL DISTRICT,171 2ND ST,DEPOSIT,NY,13754,"(42.0658, -75.4192)"
590501,SULLIVAN,FALLSBURG CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,20,13.7,40,27.5,60,41.3,MIDDLE/HIGH,SCHOOL DISTRICT,115 BRICKMAN RD,FALLSBURG,NY,12733,"(41.7326, -74.6113)"
10201,ALBANY,BERNE-KNOX WESTERLO CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2016-2018,18,20.9,7,8.1,25,29.1,MIDDLE/HIGH,SCHOOL DISTRICT,1738 HELDERBERG TRAIL,BERNE,NY,12023,"(42.6253, -74.1435)"
431701,ONTARIO,VICTOR CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2014,129,15.8,44,5.4,173,21.3,ELEMENTARY,SCHOOL DISTRICT,953 HIGH ST,VICTOR,NY,14564,"(42.9923, -77.4194)"
512201,ST. LAWRENCE,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2014,29,13.0,48,21.5,77,34.5,ELEMENTARY,SCHOOL DISTRICT,7852 STATE HWY 56,NORWOOD,NY,13668,"(44.7742, -74.9899)"
280212,NASSAU,MALVERNE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,39,22.8,39,22.8,78,45.6,MIDDLE/HIGH,SCHOOL DISTRICT,301 WICKS LN,MALVERNE,NY,11565,"(40.6704, -73.6624)"
671201,WYOMING,PERRY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,63,18.8,82,24.4,145,43.2,DISTRICT TOTAL,SCHOOL DISTRICT,33 WATKINS AVE,PERRY,NY,14530,"(42.7236, -78.003)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,41,18.5,77,34.7,118,53.2,MIDDLE/HIGH,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
